user ID,bundle ID,timestamp
0,387,1392249600
1,489,1401408000
2,19,1391990400
2,1663,1373500800
3,1648,1403481600
4,1253,1402963200
5,1405,1402876800
6,182,1402012800
7,1646,1401408000
8,1059,1399420800
9,651,1398902400
10,1651,1398124800
10,1166,1398816000
10,1167,1398816000
11,287,1396656000
12,919,1396483200
13,808,1396396800
14,1101,1394841600
15,573,1394409600
16,236,1394064000
17,1291,1393891200
18,464,1393804800
19,1037,1402012800
20,1775,1392336000
21,1087,1391904000
22,473,1390521600
23,1649,1390521600
24,1194,1390089600
25,1745,1390003200
26,1558,1389657600
27,1207,1389571200
28,1458,1389052800
29,1232,1388707200
30,424,1388620800
31,1693,1388620800
32,445,1388448000
33,1395,1388102400
34,340,1365120000
35,1780,1386201600
36,766,1385942400
37,64,1382486400
38,1277,1382140800
39,809,1380585600
40,1247,1379808000
41,546,1379030400
42,1306,1377043200
43,388,1391644800
44,301,1375660800
45,240,1399248000
46,772,1374278400
47,882,1374105600
48,241,1373500800
49,1491,1405987200
49,1492,1405987200
50,298,1404604800
51,1418,1405468800
52,928,1405123200
53,900,1405036800
53,901,1405036800
54,1348,1405036800
55,1385,1404864000
55,1386,1404864000
56,1380,1404777600
57,1542,1404518400
58,690,1404432000
58,691,1404432000
59,73,1403827200
59,74,1403827200
60,10,1403827200
61,652,1402790400
62,178,1402617600
62,179,1402617600
63,597,1402272000
63,598,1402272000
64,527,1401667200
64,528,1401667200
65,1417,1401148800
66,1280,1400025600
67,513,1400025600
68,1772,1399680000
69,3,1399420800
70,666,1399248000
71,1468,1399075200
72,1156,1398729600
72,1157,1398729600
73,1697,1398556800
74,736,1398297600
74,737,1398297600
75,1773,1398124800
75,1774,1398124800
76,487,1397692800
76,488,1397692800
77,891,1397174400
77,892,1397174400
78,1622,1397088000
79,295,1396915200
80,1138,1396828800
81,650,1395705600
82,742,1395532800
83,552,1394582400
83,553,1394582400
84,1056,1394064000
85,18,1394064000
86,1694,1393632000
87,252,1393545600
87,253,1393545600
88,347,1393372800
88,348,1393372800
89,555,1393286400
89,556,1393286400
90,285,1392768000
90,286,1392768000
91,844,1391990400
91,1216,1392854400
91,1103,1386288000
91,1104,1386288000
91,251,1386115200
91,707,1403654400
91,708,1403654400
92,1344,1391990400
93,1183,1391644800
93,1184,1391644800
94,260,1391558400
95,459,1391472000
96,1654,1390867200
96,1655,1390867200
97,608,1390780800
98,1206,1390608000
99,142,1390521600
100,432,1390003200
100,433,1390003200
101,544,1389657600
101,545,1389657600
102,1133,1389657600
103,1030,1389398400
104,1088,1389139200
104,1089,1389139200
104,1513,1386288000
105,425,1389052800
106,817,1387497600
107,1560,1387152000
108,839,1386892800
109,27,1386547200
110,1568,1385251200
110,1569,1385251200
111,183,1384992000
112,116,1384992000
113,220,1384473600
114,226,1384300800
115,1753,1383350400
116,511,1383091200
117,444,1382140800
118,217,1381363200
119,1411,1380672000
120,1024,1380153600
121,1746,1379635200
121,1747,1379635200
121,1748,1379635200
121,449,1402963200
121,450,1402963200
122,1295,1378771200
122,1296,1378771200
123,1254,1378166400
124,603,1377993600
124,604,1377993600
125,1197,1377820800
126,564,1377388800
127,751,1377388800
127,752,1377388800
128,63,1377216000
129,864,1377129600
130,669,1376784000
131,1292,1376352000
132,139,1376092800
133,1300,1375660800
133,1301,1375660800
134,739,1375401600
135,667,1375142400
135,668,1375142400
136,132,1374883200
137,648,1374278400
138,1032,1373414400
139,678,1373068800
139,679,1373068800
140,1722,1372723200
141,1021,1405987200
142,1142,1405555200
143,1210,1404864000
144,136,1404691200
144,137,1404691200
144,138,1404691200
145,761,1404345600
145,762,1404345600
146,1749,1403827200
147,586,1403827200
148,671,1402790400
149,698,1402444800
150,341,1402185600
151,1639,1402012800
151,1640,1402012800
152,62,1401753600
153,641,1401667200
153,642,1401667200
154,44,1401408000
154,45,1401408000
155,1738,1401062400
155,1739,1401062400
155,1740,1401062400
156,680,1400976000
157,1473,1399939200
157,1474,1399939200
158,1345,1399507200
158,1346,1399507200
158,1347,1399507200
159,726,1399507200
160,1192,1398902400
160,1193,1398902400
161,567,1398902400
162,1490,1398816000
163,1455,1398729600
163,1456,1398729600
164,533,1398124800
165,206,1397952000
165,207,1397952000
166,8,1397520000
166,9,1397520000
167,1031,1397347200
168,1435,1396828800
168,1436,1396828800
169,405,1396828800
170,395,1396483200
170,396,1396483200
171,140,1395878400
172,1716,1395619200
172,1717,1395619200
172,87,1395446400
173,1313,1395619200
174,1081,1395187200
174,1082,1395187200
174,1083,1395187200
174,1084,1395187200
175,246,1394409600
176,878,1394064000
177,1393,1393891200
177,1394,1393891200
177,1364,1399680000
177,1365,1399680000
178,257,1393891200
178,258,1393891200
179,60,1393891200
179,61,1393891200
180,1102,1393804800
181,868,1393804800
181,869,1393804800
182,634,1393718400
183,777,1393718400
183,778,1393718400
183,779,1393718400
184,392,1393632000
185,1352,1393113600
186,509,1392681600
186,510,1392681600
187,760,1392595200
188,1165,1392336000
189,1158,1392336000
189,1159,1392336000
190,1584,1392076800
191,998,1391817600
191,999,1391817600
191,1000,1391817600
192,797,1391731200
192,798,1391731200
192,799,1391731200
193,34,1391558400
194,1338,1391558400
195,1438,1391472000
196,452,1391040000
196,453,1391040000
196,454,1391040000
197,1469,1390521600
198,1656,1390521600
199,354,1390521600
200,837,1390089600
200,838,1390089600
201,565,1390003200
201,566,1390003200
202,1267,1389484800
203,754,1389484800
203,755,1389484800
204,1593,1389484800
204,1594,1389484800
205,1459,1389312000
206,850,1389225600
207,1139,1389052800
207,1140,1389052800
208,1412,1388793600
208,1413,1388793600
209,885,1388448000
210,1177,1388361600
211,120,1387584000
211,121,1387584000
212,1770,1387411200
212,1771,1387411200
213,1514,1387152000
214,1285,1387065600
214,1286,1387065600
214,1287,1387065600
215,1422,1386806400
215,1423,1386806400
216,917,1386460800
216,918,1386460800
217,620,1386115200
217,621,1386115200
218,1342,1385856000
218,1343,1385856000
219,1657,1385510400
219,1658,1385510400
220,218,1384732800
220,219,1384732800
221,578,1384473600
222,134,1384041600
222,135,1384041600
223,572,1383955200
224,170,1383350400
224,171,1383350400
224,172,1383350400
225,442,1383004800
225,443,1383004800
226,1570,1382745600
227,1591,1382659200
227,1592,1382659200
227,638,1386288000
228,261,1382572800
229,416,1382400000
230,1478,1382227200
231,498,1381536000
232,1160,1381536000
232,1161,1381536000
233,587,1381276800
233,588,1381276800
234,266,1380931200
235,1485,1379808000
235,1486,1379808000
235,1487,1379808000
236,151,1379635200
236,152,1379635200
237,133,1379548800
238,1600,1379462400
238,1601,1379462400
239,865,1378944000
240,1595,1378598400
241,1263,1378339200
242,361,1376611200
242,362,1376611200
243,1391,1376352000
243,1392,1376352000
244,554,1376265600
245,323,1376092800
245,324,1376092800
245,325,1376092800
246,478,1376006400
247,201,1375747200
247,202,1375747200
248,1251,1375401600
249,501,1375315200
250,922,1374969600
250,923,1374969600
251,1757,1374796800
252,1029,1374192000
253,1387,1373500800
253,1388,1373500800
253,1389,1373500800
253,1390,1373500800
254,1182,1372809600
255,1180,1405641600
256,28,1405468800
256,29,1405468800
257,1064,1405123200
258,823,1405036800
258,824,1405036800
259,1353,1405036800
259,1354,1405036800
259,1355,1405036800
260,1766,1404950400
260,1767,1404950400
260,1768,1404950400
261,126,1404864000
262,176,1404777600
262,177,1404777600
263,408,1404691200
264,122,1404518400
264,123,1404518400
264,124,1404518400
264,125,1404518400
265,853,1404432000
265,854,1404432000
266,6,1403308800
266,7,1403308800
267,912,1403049600
268,314,1402704000
268,315,1402704000
269,609,1402099200
269,610,1402099200
269,611,1402099200
269,612,1402099200
270,595,1401926400
270,596,1401926400
271,1671,1401926400
271,1672,1401926400
272,1377,1401580800
273,1762,1401235200
273,1763,1401235200
274,157,1401148800
274,158,1401148800
275,1488,1400976000
275,1489,1400976000
276,530,1400976000
276,531,1400976000
276,532,1400976000
277,1783,1400889600
278,1758,1400544000
278,1759,1400544000
278,1135,1396224000
279,1382,1400112000
279,1383,1400112000
279,1384,1400112000
280,1147,1400112000
281,185,1400025600
282,89,1398816000
282,90,1398816000
282,91,1398816000
283,1208,1398816000
283,1209,1398816000
284,1257,1398729600
284,1258,1398729600
285,688,1398729600
285,689,1398729600
286,1115,1398729600
286,1116,1398729600
287,1042,1397347200
287,1043,1397347200
287,1044,1397347200
287,1045,1397347200
288,451,1396656000
289,1378,1396396800
289,1379,1396396800
290,1293,1396310400
290,1294,1396310400
291,1544,1395878400
291,1545,1395878400
292,1522,1395619200
292,1523,1395619200
293,985,1395187200
293,986,1395187200
293,987,1395187200
294,601,1395187200
294,602,1395187200
295,431,1395187200
296,902,1394755200
296,903,1394755200
296,904,1394755200
297,1375,1394755200
297,1376,1394755200
298,144,1394496000
299,1311,1394409600
299,1312,1394409600
300,835,1393459200
300,836,1393459200
301,1631,1392940800
301,1632,1392940800
301,1633,1392940800
302,1145,1392595200
302,1146,1392595200
303,1068,1392595200
304,1483,1392508800
304,1484,1392508800
305,1297,1392508800
305,1298,1392508800
305,1299,1392508800
306,593,1391731200
306,594,1391731200
307,1521,1391731200
308,996,1391558400
308,997,1391558400
309,756,1390867200
309,757,1390867200
310,322,1390780800
310,72,1395187200
311,1318,1390348800
311,1319,1390348800
312,1781,1390262400
312,1782,1390262400
313,574,1390003200
314,329,1389830400
315,1303,1389830400
316,866,1389657600
316,867,1389657600
317,1451,1389484800
317,1452,1389484800
318,299,1389398400
318,300,1389398400
319,1453,1389139200
319,1454,1389139200
320,221,1388620800
321,851,1388534400
321,852,1388534400
322,1764,1388448000
322,1765,1388448000
323,127,1388275200
323,128,1388275200
323,129,1388275200
324,214,1387929600
325,539,1387756800
325,540,1387756800
326,1550,1387670400
326,1551,1387670400
327,920,1387670400
327,921,1387670400
328,871,1387324800
328,872,1387324800
329,1552,1387238400
329,1553,1387238400
330,1533,1386720000
330,1534,1386720000
331,1664,1386633600
332,1012,1386460800
332,1013,1386460800
333,65,1386374400
333,66,1386374400
334,1230,1386201600
334,1231,1386201600
335,1255,1385856000
335,1256,1385856000
336,422,1385424000
336,423,1385424000
337,1252,1385424000
338,1769,1385164800
339,1543,1385078400
340,1440,1384905600
340,1441,1384905600
341,1309,1384646400
341,1310,1384646400
342,1022,1384473600
342,1023,1384473600
343,319,1384214400
343,320,1384214400
343,321,1384214400
344,907,1384128000
345,1335,1383868800
345,1336,1383868800
346,1466,1383609600
346,1467,1383609600
347,1288,1383609600
347,1289,1383609600
348,753,1383436800
349,585,1383177600
350,1628,1382918400
350,1629,1382918400
350,1630,1382918400
351,404,1382572800
352,364,1382227200
353,1641,1382140800
353,1642,1382140800
353,1643,1382140800
354,584,1381708800
355,1290,1381449600
356,870,1381190400
356,1620,1383091200
356,1621,1383091200
357,92,1380412800
357,93,1380412800
358,141,1380326400
359,1262,1379376000
360,1237,1378339200
360,1238,1378339200
361,670,1378339200
362,229,1378166400
362,230,1378166400
363,521,1377302400
363,522,1377302400
364,1421,1377129600
365,1576,1376438400
366,1185,1376438400
367,969,1374710400
368,1155,1374278400
369,873,1374278400
370,312,1374192000
370,313,1374192000
371,1741,1373673600
372,1442,1373241600
372,1443,1373241600
372,1444,1373241600
372,1445,1373241600
372,1446,1373241600
373,579,1373155200
373,580,1373155200
374,1499,1372896000
374,1500,1372896000
374,1501,1372896000
375,1148,1405468800
375,1149,1405468800
375,1150,1405468800
376,929,1405209600
376,930,1405209600
377,35,1404950400
378,1742,1404864000
378,1743,1404864000
378,1744,1404864000
379,1249,1404864000
380,1461,1404777600
380,1462,1404777600
381,805,1404691200
382,727,1404518400
382,728,1404518400
382,729,1404518400
383,874,1404259200
383,875,1404259200
383,876,1404259200
383,877,1404259200
384,709,1404172800
385,1034,1403913600
385,1035,1403913600
385,1036,1403913600
