user ID,bundle ID,timestamp
0,1554,1405987200
1,430,1405036800
2,594,1404864000
3,955,1399939200
4,1238,1399248000
5,1621,1399075200
6,597,1398988800
7,571,1398988800
8,866,1397520000
9,754,1396569600
10,214,1392163200
11,406,1395619200
12,1711,1395446400
13,1737,1395014400
14,415,1393632000
15,43,1393804800
16,1705,1390348800
17,1203,1386547200
18,368,1404086400
19,391,1388707200
20,1389,1388620800
21,755,1388448000
22,277,1388361600
23,963,1389657600
24,1706,1387152000
25,215,1386892800
26,726,1385683200
27,274,1385337600
28,1239,1378080000
29,695,1359158400
30,854,1382400000
31,253,1382140800
32,1523,1380758400
33,519,1380672000
34,165,1380412800
35,552,1379548800
36,484,1379548800
37,487,1377734400
38,815,1377043200
39,1279,1376006400
40,465,1376006400
41,1285,1375488000
42,1112,1373500800
43,119,1372723200
44,847,1405209600
44,848,1405209600
45,217,1405123200
46,904,1404345600
47,1640,1404345600
48,1604,1404259200
48,1605,1404259200
49,271,1404259200
50,685,1404000000
50,686,1404000000
51,1017,1403049600
52,456,1402272000
53,318,1400803200
54,1180,1400198400
55,1707,1399852800
56,509,1399507200
57,344,1399161600
57,345,1399161600
58,642,1398643200
59,1617,1398470400
60,198,1398211200
61,950,1398124800
62,365,1397865600
62,366,1397865600
63,375,1397779200
63,376,1397779200
64,1470,1397692800
65,1088,1397520000
65,1089,1397520000
66,1049,1397260800
67,463,1396483200
68,787,1396483200
68,788,1396483200
69,1457,1394582400
70,522,1394409600
70,523,1394409600
71,95,1394236800
72,459,1394150400
73,199,1394150400
73,200,1394150400
73,201,1394150400
74,653,1393545600
75,1282,1393545600
76,1164,1393200000
77,785,1393027200
77,786,1393027200
78,132,1392681600
79,610,1392336000
79,611,1392336000
80,121,1392336000
80,122,1392336000
81,1690,1391817600
82,951,1391817600
82,952,1391817600
83,1668,1391126400
84,991,1390867200
84,992,1390867200
85,1098,1390780800
86,130,1390435200
86,131,1390435200
87,713,1390176000
87,714,1390176000
88,1414,1389571200
89,125,1389139200
90,111,1388707200
90,112,1388707200
91,1686,1388620800
92,50,1388534400
93,1699,1388448000
93,1700,1388448000
94,1335,1388361600
94,1336,1388361600
95,1365,1388102400
96,666,1386374400
96,667,1386374400
97,207,1385856000
97,208,1385856000
98,1377,1385164800
98,1378,1385164800
99,840,1384819200
100,798,1384819200
101,30,1384473600
102,1421,1384387200
103,115,1384387200
103,116,1384387200
104,1156,1383436800
105,1452,1383264000
106,1435,1382486400
106,1436,1382486400
107,1344,1382486400
108,240,1382227200
109,934,1382054400
109,935,1382054400
110,1326,1382054400
110,1327,1382054400
111,1636,1382054400
112,545,1381190400
113,146,1381190400
114,339,1380672000
115,229,1379808000
116,1136,1379289600
116,1137,1379289600
116,1138,1379289600
117,1256,1378771200
118,191,1378598400
119,69,1377648000
120,1442,1376697600
121,349,1376611200
122,1041,1376524800
122,1042,1376524800
122,1043,1376524800
123,1496,1376352000
124,828,1376352000
124,829,1376352000
125,818,1376092800
126,574,1375488000
126,575,1375488000
127,732,1374019200
128,751,1373846400
128,752,1373846400
129,454,1373328000
129,455,1373328000
130,1118,1373155200
130,1119,1373155200
131,1113,1405296000
131,1114,1405296000
132,860,1405036800
133,1095,1404777600
133,1096,1404777600
134,1570,1404777600
134,1571,1404777600
135,1390,1404691200
136,745,1404259200
136,746,1404259200
137,397,1403654400
137,398,1403654400
138,701,1403481600
138,702,1403481600
139,432,1403222400
139,433,1403222400
140,127,1403136000
140,128,1403136000
140,129,1403136000
141,1272,1403136000
141,1273,1403136000
142,1397,1402963200
142,1398,1402963200
142,1399,1402963200
143,1725,1402617600
144,1065,1402358400
145,341,1402358400
146,1111,1402185600
147,434,1401926400
148,1637,1401840000
148,1638,1401840000
149,504,1401753600
149,505,1401753600
150,202,1401667200
150,203,1401667200
151,55,1401494400
151,56,1401494400
152,1331,1401062400
153,220,1400803200
153,221,1400803200
153,222,1400803200
154,864,1400112000
155,347,1400112000
155,348,1400112000
156,1115,1399852800
157,209,1399248000
158,387,1399075200
159,184,1398816000
159,185,1398816000
160,1575,1398384000
161,242,1398124800
161,243,1398124800
161,244,1398124800
161,340,1402185600
162,362,1398124800
162,363,1398124800
162,364,1398124800
163,870,1398038400
163,871,1398038400
164,353,1397865600
164,354,1397865600
165,1583,1397174400
165,1584,1397174400
165,1585,1397174400
166,1460,1397088000
166,1461,1397088000
167,247,1397088000
167,248,1397088000
167,249,1397088000
168,421,1396828800
169,1467,1396742400
170,332,1396569600
170,333,1396569600
171,1447,1395532800
172,1140,1395532800
173,507,1395446400
173,508,1395446400
174,1253,1393804800
175,1376,1393632000
176,96,1393545600
177,296,1393113600
177,297,1393113600
178,567,1393113600
178,568,1393113600
179,582,1393027200
180,419,1392940800
180,420,1392940800
181,1236,1392768000
182,855,1392768000
182,856,1392768000
183,978,1392595200
183,979,1392595200
183,980,1392595200
184,1373,1392595200
184,1374,1392595200
184,1375,1392595200
185,907,1392508800
185,908,1392508800
186,789,1392163200
187,1260,1391385600
188,532,1391212800
189,1345,1390780800
190,1143,1390780800
191,126,1390521600
192,1027,1390176000
193,280,1390176000
194,772,1389830400
194,773,1389830400
194,774,1389830400
195,168,1389744000
196,800,1389657600
196,801,1389657600
196,802,1389657600
197,162,1389571200
197,163,1389571200
197,164,1389571200
198,288,1389312000
199,1722,1388707200
200,1576,1388534400
201,491,1388534400
202,761,1388534400
203,562,1388448000
203,563,1388448000
204,569,1387843200
205,551,1387584000
206,1117,1387497600
207,1647,1386979200
207,1648,1386979200
208,1299,1386633600
209,1361,1386633600
209,1362,1386633600
210,486,1386288000
211,670,1386201600
211,671,1386201600
211,672,1386201600
212,1715,1385856000
213,1718,1385424000
213,1719,1385424000
214,1555,1384905600
215,1368,1384819200
215,1369,1384819200
216,422,1384300800
216,423,1384300800
217,171,1384041600
218,1468,1383696000
218,1469,1383696000
219,1103,1383609600
220,77,1382745600
221,1178,1381449600
221,1179,1381449600
222,1577,1381449600
223,114,1380844800
224,1243,1380672000
224,1244,1380672000
225,1075,1380672000
225,1076,1380672000
226,120,1380240000
227,632,1380153600
228,1363,1379980800
228,1364,1379980800
229,1280,1379894400
229,1281,1379894400
230,1526,1379635200
230,1527,1379635200
231,554,1379462400
232,1092,1379376000
232,1093,1379376000
233,1504,1379376000
234,1359,1377475200
234,1360,1377475200
235,180,1377388800
235,181,1377388800
235,182,1377388800
236,367,1377129600
237,41,1376006400
237,42,1376006400
238,1300,1375920000
238,1301,1375920000
238,1302,1375920000
239,913,1375315200
239,914,1375315200
240,1609,1373760000
241,783,1373587200
241,784,1373587200
242,1101,1373328000
242,1102,1373328000
243,1032,1373241600
244,1714,1372723200
245,1466,1406073600
246,1283,1405555200
246,1284,1405555200
247,1502,1405468800
247,1503,1405468800
248,549,1405468800
248,550,1405468800
249,696,1405382400
249,697,1405382400
250,51,1405296000
250,52,1405296000
251,703,1405036800
251,704,1405036800
252,418,1404691200
253,302,1404691200
253,303,1404691200
254,1286,1404691200
254,1287,1404691200
255,799,1404604800
256,462,1404432000
257,1529,1404345600
257,1530,1404345600
258,1209,1404345600
258,1210,1404345600
259,1744,1404086400
259,1745,1404086400
260,821,1403568000
260,822,1403568000
260,823,1403568000
261,1429,1403568000
261,1430,1403568000
261,1431,1403568000
261,1432,1403568000
262,1531,1403222400
262,1532,1403222400
263,1514,1402358400
263,1515,1402358400
264,392,1401926400
265,1746,1401926400
265,1747,1401926400
265,1748,1401926400
265,1749,1401926400
266,945,1401926400
267,1423,1401235200
267,1424,1401235200
267,1425,1401235200
268,1396,1401148800
269,1433,1400976000
269,1434,1400976000
270,1607,1400716800
270,1608,1400716800
271,1720,1400457600
271,1721,1400457600
272,139,1399248000
273,542,1398988800
273,543,1398988800
274,1277,1398902400
275,598,1398816000
276,1248,1398729600
276,1249,1398729600
276,1250,1398729600
276,1251,1398729600
276,1252,1398729600
277,780,1398556800
277,781,1398556800
277,782,1398556800
278,911,1398297600
278,912,1398297600
279,1201,1398038400
279,1202,1398038400
280,1240,1397606400
280,1241,1397606400
280,1242,1397606400
281,616,1397606400
281,617,1397606400
282,15,1397606400
282,16,1397606400
283,1237,1397606400
284,281,1397001600
285,1232,1396051200
285,1233,1396051200
285,1234,1396051200
286,1723,1395878400
286,1724,1395878400
287,1560,1395273600
288,1524,1395014400
288,1525,1395014400
289,712,1394668800
290,285,1394496000
290,286,1394496000
290,287,1394496000
291,517,1393977600
291,518,1393977600
292,715,1393977600
292,716,1393977600
293,824,1393891200
293,825,1393891200
294,1701,1393804800
294,1702,1393804800
294,1703,1393804800
295,1321,1393545600
295,1322,1393545600
295,1323,1393545600
296,1448,1393027200
296,1449,1393027200
297,648,1392940800
297,649,1392940800
298,537,1392681600
298,538,1392681600
299,1104,1392681600
300,1274,1392422400
300,1275,1392422400
300,1276,1392422400
301,269,1392249600
301,270,1392249600
302,985,1392249600
302,986,1392249600
303,668,1392163200
303,669,1392163200
304,1704,1391040000
305,1618,1390953600
305,1619,1390953600
306,826,1390867200
306,827,1390867200
307,1641,1390521600
308,997,1390348800
309,807,1390176000
309,808,1390176000
309,809,1390176000
310,1405,1390089600
311,1146,1389571200
311,1147,1389571200
312,895,1389484800
313,35,1389484800
313,36,1389484800
314,1426,1389312000
315,956,1389225600
316,1478,1388707200
316,1479,1388707200
316,1480,1388707200
317,627,1388361600
317,628,1388361600
318,1155,1388188800
319,399,1388016000
320,158,1387756800
320,159,1387756800
320,160,1387756800
320,161,1387756800
321,1481,1387584000
321,1482,1387584000
322,192,1387497600
322,193,1387497600
322,194,1387497600
323,431,1387238400
324,499,1386979200
324,500,1386979200
325,792,1386979200
325,793,1386979200
326,533,1386806400
326,534,1386806400
327,342,1386288000
327,343,1386288000
328,142,1386201600
329,1444,1384732800
329,1445,1384732800
330,153,1384560000
330,154,1384560000
331,101,1384473600
331,102,1384473600
331,103,1384473600
332,1235,1384387200
333,633,1384214400
334,1085,1383782400
335,372,1382745600
336,583,1382572800
336,584,1382572800
336,585,1382572800
337,1296,1382313600
338,1348,1381795200
339,1558,1381795200
340,1319,1381536000
340,1320,1381536000
341,710,1381449600
341,711,1381449600
342,446,1381276800
342,447,1381276800
343,753,1380412800
344,861,1380326400
344,862,1380326400
344,863,1380326400
345,595,1380067200
346,643,1379808000
347,501,1379376000
347,502,1379376000
348,5,1378771200
348,6,1378771200
349,941,1378425600
349,942,1378425600
350,263,1378166400
351,104,1377734400
352,204,1377648000
353,819,1376870400
353,820,1376870400
354,651,1376697600
354,652,1376697600
355,1310,1376092800
355,1311,1376092800
356,1708,1375920000
356,1709,1375920000
357,1559,1375747200
358,1128,1375660800
358,1129,1375660800
358,1130,1375660800
358,1131,1375660800
359,943,1374624000
360,177,1374364800
361,1402,1374192000
361,1403,1374192000
361,1404,1374192000
362,1116,1374192000
363,1162,1374019200
363,1163,1374019200
364,464,1373846400
365,930,1373673600
365,931,1373673600
366,744,1405296000
367,647,1405209600
368,1498,1405036800
369,380,1404950400
369,381,1404950400
369,382,1404950400
370,1152,1404777600
370,1153,1404777600
